cnn_score,smina_score,lig_rmsd,fmax_rmsd,rank
0.018129,-13.5618,3.0528,0.4364,14
0.007807,-13.4389,9.1492,1.2543,15
0.086436,-13.3138,3.5700,4.9426,16
0.422072,-13.2920,5.5507,4.9425,17
0.036549,-13.2058,9.3506,5.0305,18
0.004931,-12.9651,6.5032,4.9315,19
0.220956,-15.2964,0.6810,1.2503,1
0.009081,-12.9135,4.1885,0.2416,20
0.206224,-15.0820,0.6466,4.9226,2
0.053360,-15.0495,5.6969,4.9460,3
0.129391,-14.8759,3.5337,5.0555,4
0.109807,-14.3899,4.8505,1.2489,5
0.006985,-14.3861,3.5566,1.2501,6
0.014576,-14.0116,3.8796,1.2465,7
0.485660,-13.7910,6.7392,4.9483,8
0.004155,-13.6760,2.2001,4.9783,9
0.004703,-11.1211,8.0396,4.9172,10
0.002621,-11.0677,8.4969,0.9787,11
0.000646,-10.9629,7.7054,4.9532,12
0.003590,-10.8502,7.7695,2.9800,13
0.000704,-10.7555,7.7507,4.7225,14
0.001531,-10.6999,4.8837,1.6351,15
0.052216,-10.6994,8.9112,4.8882,16
0.005310,-10.6363,7.9265,0.7815,17
0.002163,-10.3981,8.4375,0.9967,18
0.000266,-10.3318,8.4198,4.9034,19
0.037652,-12.0318,2.7735,4.9799,1
0.000071,-10.1998,7.7906,4.9061,20
0.010885,-11.9928,2.9573,0.8457,2
0.032303,-11.7151,2.3016,4.5743,3
0.290422,-11.6014,9.3462,1.1735,4
0.055095,-11.3450,1.8966,4.5685,5
0.007846,-11.2852,4.2684,4.5721,6
0.000185,-11.2775,7.8851,4.9563,7
0.042359,-11.1574,8.9406,0.8787,8
0.003320,-11.1485,7.3538,4.9461,9
0.000004,-8.8503,15.3297,3.8079,10
0.000002,-8.8164,17.6490,3.7085,11
0.000048,-8.7548,8.1722,3.9867,12
0.000030,-8.7514,14.9762,3.8244,13
0.000023,-8.7193,7.9598,3.8499,14
0.000576,-8.7099,19.6085,4.2619,15
0.000018,-8.6760,16.0872,3.6273,16
0.000239,-8.6708,17.3188,3.8650,17
0.000611,-8.6244,17.0314,3.6860,18
0.000001,-8.5763,15.6368,3.6020,19
0.000058,-9.1504,14.4609,3.6688,1
0.000069,-8.5569,16.3341,3.8287,20
0.000155,-9.1220,19.7840,3.8235,2
0.000070,-9.1197,18.9298,3.7605,3
0.000002,-9.1075,15.6561,3.7115,4
0.000036,-9.0815,14.6755,3.2450,5
0.000112,-9.0773,19.6339,3.8297,6
0.000374,-8.9959,19.0234,5.0336,7
0.000068,-8.9605,15.9471,3.6906,8
0.000002,-8.9455,15.2882,3.8323,9
0.064097,-8.5856,8.9324,1.4702,10
0.000223,-8.5443,11.5087,1.1391,11
0.129528,-8.3338,4.0773,2.6050,12
0.037706,-8.0829,4.1337,1.9173,13
0.018284,-8.0553,9.1532,1.4947,14
0.004213,-8.0416,7.5889,3.0567,15
0.015903,-7.9968,15.6518,1.0597,16
0.102389,-7.9440,2.8556,2.4141,17
0.017068,-7.8372,9.9375,3.0408,18
0.005039,-7.8128,12.6526,1.3692,19
0.498708,-10.2066,2.9243,1.0595,1
0.024784,-7.5383,12.8989,3.2576,20
0.817524,-9.6966,10.7688,2.5246,2
0.017162,-9.4904,9.7530,1.4578,3
0.030172,-9.3449,7.8892,0.7303,4
0.149446,-9.2454,9.8628,1.3110,5
0.342708,-9.2030,10.4274,2.4784,6
0.075201,-9.1624,10.0862,0.6198,7
0.216189,-9.0974,9.1369,2.3257,8
0.358261,-8.7724,10.3159,3.2940,9
0.814302,-16.4707,0.3621,1.0668,1
0.250020,-15.2852,10.2821,1.6767,2
0.714105,-15.1732,7.2390,1.1398,3
0.154336,-15.1333,10.2723,1.0548,4
0.784009,-15.0093,7.0772,0.7677,5
0.399463,-14.5915,2.8340,3.4100,6
0.376680,-14.1616,3.1600,3.3492,7
0.077253,-13.7739,8.6765,0.7782,8
0.952732,-20.9163,6.5245,2.4813,1
0.935486,-20.5518,1.5678,1.3992,2
0.933439,-20.1855,3.3653,2.7423,3
0.855308,-19.4230,2.6816,2.7697,4
0.581113,-18.9594,4.6234,3.7164,5
0.786072,-18.9223,7.0429,3.7121,6
0.428757,-18.1062,6.9961,1.4092,7
0.316124,-17.9193,6.9773,3.7185,8
0.973703,-16.0729,1.8964,1.0580,1
0.972089,-15.0918,4.3308,0.9226,2
0.324310,-14.9305,6.7697,1.1523,3
0.355119,-14.8757,6.5929,3.7244,4
0.298854,-14.3893,6.1260,1.1152,5
0.775722,-14.3431,12.4168,1.1595,6
0.512284,-14.0055,13.3341,1.1344,7
0.251897,-13.5714,5.7856,2.7074,8
0.061124,-8.7037,6.8124,1.7039,10
0.017911,-8.6311,7.1520,2.0123,11
0.011089,-8.5935,5.1753,2.0786,12
0.021646,-8.5455,6.4135,1.5169,13
0.000590,-8.4952,5.7823,1.6160,14
0.001252,-8.4913,7.0848,2.1810,15
0.034093,-8.4559,4.3967,2.0545,16
0.004865,-8.4505,7.2034,1.5131,17
0.005835,-8.2408,5.6734,1.6303,18
0.140122,-8.1823,5.5811,2.1126,19
0.003705,-9.4498,5.6415,1.9257,1
0.002528,-8.1214,7.5264,1.5448,20
0.047166,-9.3606,5.6674,1.5201,2
0.029983,-9.1557,5.5077,1.4676,3
0.169278,-9.0981,2.9922,1.6474,4
0.059971,-8.9665,1.8568,2.0115,5
0.004953,-8.9452,6.9934,1.5089,6
0.021025,-8.9241,8.2482,1.4718,7
0.024338,-8.9035,6.8019,1.6077,8
0.023671,-8.8008,1.3716,1.6106,9
0.833654,-14.5048,0.5904,0.6309,1
0.884740,-12.5793,7.6001,1.1071,2
0.067436,-12.2084,9.0383,0.9957,3
0.028844,-12.0135,8.3387,3.5318,4
0.259111,-11.5066,7.4348,0.8554,5
0.629184,-7.1544,10.3853,0.3770,10
0.022571,-6.9458,6.6282,0.9486,11
0.256848,-6.3987,8.5380,1.7170,12
0.029083,-6.0369,9.3195,1.0537,13
0.033821,-6.0227,12.8756,0.8787,14
0.871706,-8.9695,1.0990,1.0844,1
0.899476,-8.8700,4.5889,0.4047,2
0.198190,-8.5833,4.6097,0.9528,3
0.084136,-8.5597,7.2406,0.8880,4
0.125878,-8.5022,5.0047,1.1341,5
0.561263,-8.4766,2.9412,0.8522,6
0.149453,-8.1659,7.3492,1.1052,7
0.006474,-7.2010,8.7157,1.3207,8
0.292363,-7.1641,7.5227,0.4035,9
0.001821,-7.9698,11.4872,2.1816,10
0.000290,-7.8728,5.4935,2.4123,11
0.000204,-7.8493,14.3585,2.3284,12
0.000105,-7.8001,13.2462,2.1669,13
0.000192,-7.7903,16.1321,1.1565,14
0.000056,-7.7039,13.5756,2.2863,15
0.001779,-7.6437,11.8721,2.2797,16
0.000484,-7.6199,14.3574,2.3242,17
0.000026,-7.5304,11.5185,2.3901,18
0.000483,-7.4680,9.4934,2.3861,19
0.002787,-8.5815,12.1639,1.8545,1
0.000211,-7.3329,11.7612,2.3182,20
0.000088,-8.3766,13.0067,2.2999,2
0.000745,-8.3280,12.5807,2.0736,3
0.000344,-8.3063,11.3856,2.2045,4
0.000176,-8.1855,14.3333,2.3962,5
0.000034,-8.0772,12.7497,2.4435,6
0.001654,-8.0772,11.0559,2.2633,7
0.000057,-8.0757,15.1524,2.3098,8
0.000257,-7.9720,12.0320,2.3873,9
0.999824,-10.9052,0.3032,0.7150,1
0.984003,-8.9223,4.4751,1.1188,2
0.000007,-11.1699,6.4882,4.1631,10
0.000035,-11.1338,12.7406,2.9861,11
0.000020,-11.1170,4.6689,3.9707,12
0.002383,-11.0987,14.8512,2.1179,13
0.000057,-11.0277,5.7160,3.9463,14
0.000060,-10.9878,5.4021,4.0030,15
0.000434,-10.9460,15.8132,3.8522,16
0.000001,-10.9181,6.8090,3.1862,17
0.000093,-10.8592,12.3715,2.8432,18
0.000135,-10.8358,6.2648,2.2371,19
0.000053,-11.8398,12.9487,2.0877,1
0.000000,-10.8217,15.5453,2.1104,20
0.000015,-11.5525,5.9163,2.6325,2
0.000000,-11.3306,7.0135,2.4255,3
0.000671,-11.2790,13.0844,2.4175,4
0.000085,-11.2713,6.9669,2.8234,5
0.000188,-11.2065,12.9855,2.3713,6
0.000000,-11.1882,6.6384,4.0785,7
0.000278,-11.1869,12.8705,3.9716,8
0.000215,-11.1765,12.2766,2.1294,9
0.009068,-12.0237,10.2238,0.4334,10
0.930607,-14.6780,3.4166,1.2167,1
0.966872,-14.2286,0.3019,0.4886,2
0.049516,-13.0435,9.0274,1.8477,3
0.922452,-12.7179,3.1918,3.0203,4
0.193549,-12.6887,8.7372,0.6491,5
0.004802,-12.4227,8.9704,0.6885,6
0.007404,-12.2451,8.5866,3.2066,7
0.001212,-12.1176,8.6636,1.2958,8
0.102658,-12.0655,8.9121,0.3270,9
0.004261,-13.3823,9.8242,1.5745,10
0.859087,-16.3474,0.8302,1.5763,1
0.355435,-15.3714,7.7560,1.3817,2
0.242762,-15.3131,5.1982,1.6506,3
0.458870,-14.7637,8.4749,1.2766,4
0.525596,-14.1557,7.7941,3.5705,5
0.647878,-14.1015,8.6040,4.1040,6
0.045334,-13.9427,7.1445,2.2019,7
0.654024,-13.8968,7.8304,3.4156,8
0.014682,-13.5920,10.3591,3.5607,9
0.051104,-12.3960,9.1672,1.2170,10
0.867469,-12.0133,8.3337,0.9541,11
0.158758,-11.9115,6.3085,1.1220,12
0.021131,-11.8556,12.4760,1.1951,13
0.001282,-11.7928,9.5827,1.1229,14
0.002777,-11.7493,9.0979,1.1868,15
0.023190,-11.7316,9.4235,1.1763,16
0.001914,-11.6001,10.9501,0.3836,17
0.001468,-11.5538,11.1742,1.1336,18
0.004726,-11.4685,9.7760,1.0123,19
0.992178,-14.4395,2.6968,3.9364,1
0.733261,-13.3214,7.2504,1.2288,2
0.253218,-13.0300,4.4799,0.9284,3
0.597267,-12.9556,7.7741,3.9385,4
0.830770,-12.8542,7.7676,0.9816,5
0.117741,-12.8220,9.1965,1.1591,6
0.031224,-12.7457,9.8485,0.4630,7
0.040870,-12.6574,7.2382,1.1821,8
0.003940,-12.6125,9.5990,1.2035,9
0.007868,-14.1361,6.7530,2.4371,10
0.084649,-14.0613,5.1177,1.1688,11
0.000446,-13.8648,6.4796,3.6531,12
0.000161,-13.7730,3.5026,2.1303,13
0.004654,-13.6464,6.2477,2.3036,14
0.001372,-13.6296,8.1416,3.6455,15
0.027239,-13.4568,5.6435,2.1428,16
0.002677,-12.9525,6.6804,2.4253,17
0.012780,-12.9452,7.1189,2.8623,18
0.000034,-12.9315,5.0537,1.5066,19
0.003840,-15.1913,7.4905,1.1770,1
0.005797,-12.8680,5.9419,3.6521,20
0.001575,-15.0333,7.4926,1.3379,2
0.163508,-14.9793,2.0353,1.9092,3
0.019466,-14.8828,7.5803,1.3335,4
0.006627,-14.6451,3.8629,2.4811,5
0.165958,-14.5590,5.8589,2.1905,6
0.008359,-14.4687,5.7849,2.1861,7
0.003142,-14.4623,2.8518,1.5392,8
0.007190,-14.3463,5.2791,1.1507,9
0.778050,-16.5825,0.5180,1.9585,1
0.421624,-16.3523,9.7981,1.7096,2
0.757406,-14.9878,10.3634,1.0738,3
0.088032,-14.5043,9.2617,1.3806,4
0.003864,-14.3454,11.0611,1.9864,5
0.069871,-14.1090,2.8646,1.7347,6
0.017877,-13.7792,10.2222,4.2170,7
0.001617,-13.6374,5.5300,4.2139,8
0.001245,-13.5887,3.9966,3.6615,10
0.437288,-13.4291,10.3772,3.5117,11
0.381148,-16.1781,0.7569,2.7602,1
0.046674,-15.6277,2.9826,2.7390,2
0.452679,-15.5408,9.2192,3.6583,3
0.083394,-15.4957,8.7992,2.7363,4
0.004496,-15.1410,9.4753,3.6502,5
0.009167,-14.6894,8.7145,3.7242,6
0.453335,-14.2512,10.4122,3.6608,7
0.194841,-13.9835,10.3880,4.4256,8
0.009530,-13.8318,8.1939,3.5615,9
0.002013,-8.7730,6.4070,1.0336,10
0.004557,-8.7681,6.4599,1.0981,11
0.063778,-8.5956,6.6578,0.2174,12
0.005806,-8.5638,3.5962,1.0334,13
0.090665,-8.4776,7.9947,1.0337,14
0.034412,-8.3872,10.5203,1.0347,15
0.013839,-8.3778,4.6453,0.2168,16
0.007533,-8.3399,7.5664,0.2168,17
0.010069,-8.2415,6.5642,1.0346,18
0.076672,-7.9727,9.3780,0.2189,19
0.527346,-10.8830,0.9081,0.2182,1
0.003883,-7.9428,9.2559,0.2268,20
0.391167,-10.8219,2.5258,0.2227,2
0.195815,-10.1692,5.7068,1.0641,3
0.050036,-9.6503,5.1141,1.0347,4
0.011632,-9.6466,2.7397,0.2170,5
0.125332,-9.2108,4.3793,1.0351,6
0.007073,-9.1747,5.8608,1.0364,7
0.024316,-9.1395,3.4075,1.0334,8
0.012015,-8.8329,6.2287,1.0328,9
0.999716,-6.4433,0.5521,0.7823,1
0.998388,-5.3368,4.3674,0.7231,2
0.006818,-3.7119,9.1642,0.7810,3
0.998701,-8.1358,0.4606,0.7800,1
0.997848,-7.1378,4.3484,0.6474,2
0.721806,-27.9713,0.7742,2.6920,1
0.413188,-25.6543,8.1409,2.7090,2
0.919529,-8.5099,1.9705,0.2097,10
0.485959,-8.4595,5.8526,0.2527,11
0.361633,-8.4433,4.7399,0.2017,12
0.791243,-8.3591,5.6117,0.2511,13
0.416027,-8.3212,4.3287,0.2363,14
0.199663,-8.0981,4.5470,0.2807,15
0.973300,-7.8956,4.2389,0.2669,16
0.013413,-7.4704,8.1248,0.2424,17
0.013059,-7.4291,8.0999,0.2740,18
0.136479,-7.3210,8.8536,0.2631,19
0.985296,-9.6794,4.0649,0.2440,1
0.203275,-7.1889,12.7826,0.2592,20
0.985472,-9.4679,4.1438,0.2151,2
0.982825,-9.3816,2.0149,0.2401,3
0.984136,-9.2885,2.0396,0.2531,4
0.883987,-8.8567,4.1424,0.2669,5
0.894430,-8.7568,4.1357,0.2286,6
0.987155,-8.6051,2.4478,0.2196,7
0.666935,-8.5541,4.5776,0.2619,8
0.695308,-8.5510,5.6574,0.2385,9
0.009632,-10.7106,5.3625,1.3211,10
0.002374,-10.5730,10.8070,1.4615,11
0.011638,-10.5678,5.0345,1.7941,12
0.002175,-10.4694,9.0046,1.7450,13
0.037934,-10.4426,7.2505,1.8588,14
0.001459,-10.4206,11.5229,1.7700,15
0.000486,-10.1595,3.4652,1.9942,16
0.021305,-10.1526,8.4504,1.9631,17
0.006901,-10.1445,7.6065,1.4091,18
0.004276,-10.0023,4.3930,1.8169,19
0.014653,-12.5493,6.6972,1.7977,1
0.007026,-9.9198,4.3894,1.7388,20
0.069250,-12.2793,5.0299,1.7386,2
0.006943,-12.2597,7.2031,1.7286,3
0.010411,-12.1975,1.4879,1.6877,4
0.017527,-12.1304,5.5552,1.7314,5
0.002370,-12.0036,5.0519,1.7565,6
0.000920,-11.3420,5.3542,1.8621,7
0.035593,-11.1722,5.7335,1.7662,8
0.034881,-10.7261,4.2735,1.7584,9
0.178406,-6.4117,5.3354,0.5437,10
0.823564,-6.2370,4.0999,0.5674,11
0.062137,-6.1658,5.0382,0.5425,12
0.330575,-6.1340,6.2822,0.8466,13
0.782159,-6.0082,4.7881,0.4894,14
0.015364,-5.8683,6.1247,0.5431,15
0.311023,-5.8611,4.6291,0.9189,16
0.437804,-5.8172,5.7024,0.5621,17
0.468904,-5.7460,5.7570,0.5610,18
0.379195,-5.6259,7.0008,0.9290,19
0.974565,-7.8245,0.2753,0.5674,1
0.013768,-5.5850,8.1548,0.5408,20
0.973413,-7.1582,0.8521,0.5677,2
0.985638,-7.0723,4.2079,0.5652,3
0.320270,-6.9854,5.8064,0.5287,4
0.343876,-6.9405,5.9508,0.5524,5
0.658478,-6.7524,3.9923,0.5734,6
0.659007,-6.5824,3.8519,0.5483,7
0.230845,-6.5667,5.0683,0.5546,8
0.163120,-6.5194,4.6013,0.5734,9
0.991918,-9.4611,0.4398,0.2616,1
0.993294,-9.3674,0.3870,0.2587,2
0.997409,-8.6191,3.8273,0.2740,3
0.995065,-8.1820,3.7801,0.2872,4
0.985617,-7.9876,3.3717,0.2685,5
0.972403,-7.8174,3.5452,0.2637,6
0.996422,-7.7428,3.8566,0.3256,7
0.993145,-7.6572,3.8364,0.3032,8
0.000549,-14.8927,7.5772,3.6504,10
0.002445,-14.5934,2.5592,3.3862,11
0.009986,-14.5348,0.2629,2.5119,12
0.000058,-14.4319,3.8400,4.0661,13
0.000309,-14.4183,6.4035,4.1199,14
0.000447,-14.4033,7.2817,2.6979,15
0.000147,-14.3174,4.0633,4.0249,16
0.000060,-14.3069,7.9509,3.3356,17
0.001473,-14.2735,4.5053,4.4272,18
0.000039,-14.0379,7.4867,3.7960,19
0.180163,-16.0519,0.3493,4.2941,1
0.000025,-14.0372,7.4116,4.4038,20
0.032869,-16.0335,8.0088,4.2101,2
0.000672,-16.0111,5.4265,4.4650,3
0.018297,-15.7603,5.2142,4.4276,4
0.000209,-15.5664,10.8941,4.1332,5
0.000608,-15.5165,7.2741,4.0232,6
0.003522,-15.4262,5.8911,3.6084,7
0.010215,-15.3261,4.4590,3.9472,8
0.006066,-15.2437,7.4297,4.1360,9
0.000285,-15.8271,14.6423,1.1257,10
0.004555,-15.7871,13.7337,1.5383,11
0.000128,-15.7198,18.3655,1.2829,12
0.003555,-15.6510,15.4953,2.1316,13
0.000107,-15.4859,9.9399,1.5068,14
0.000641,-15.4586,14.0695,2.3903,15
0.000126,-15.3870,15.9662,1.2065,16
0.000120,-15.2598,17.4735,1.5091,17
0.000586,-15.2219,12.5626,1.3763,18
0.000082,-15.1236,9.5706,1.2846,19
0.000059,-16.8241,13.8413,2.2532,1
0.000242,-14.9077,16.8835,1.4200,20
0.000036,-16.7842,14.4012,1.2940,2
0.003204,-16.2701,15.5779,1.2960,3
0.000184,-16.2501,11.0722,2.2415,4
0.132735,-15.9922,11.0865,1.5318,5
0.001467,-15.9376,11.8682,1.3114,6
0.000611,-15.8947,12.5929,1.2875,7
0.000017,-15.8608,10.8665,2.1577,8
0.000164,-15.8334,12.6024,1.3010,9
0.995938,-30.1662,0.2228,0.5800,1
0.001787,-13.8167,6.8965,3.7954,10
0.003675,-13.8117,8.1076,1.4117,11
0.010043,-13.7853,8.7523,4.0763,12
0.219948,-16.4562,0.9606,1.2785,1
0.032835,-16.2299,1.3240,3.6673,2
0.037000,-14.9108,1.5191,3.7919,3
0.021891,-14.4641,8.3130,1.3442,4
0.018315,-14.3335,7.0825,3.3588,5
0.018692,-14.2462,6.2574,3.7480,6
0.027760,-14.1250,7.8180,3.8053,7
0.007431,-13.9618,5.4687,1.2798,8
0.033271,-13.8501,7.4885,3.8196,9
0.003700,-12.0032,7.4556,3.7548,10
0.000220,-11.9750,6.7839,1.0492,11
0.001289,-11.8666,11.1712,0.8352,12
0.007657,-11.7831,11.4683,1.6707,13
0.006164,-11.7400,11.1511,1.6766,14
0.004942,-11.6961,10.8491,1.4134,15
0.001744,-11.5958,8.0753,2.1786,16
0.033934,-11.5764,11.4601,3.0552,17
0.003086,-11.4736,10.9925,0.8759,18
0.002681,-11.4363,10.8967,1.3386,19
0.000553,-13.0437,10.8979,3.3422,1
0.006641,-11.4337,8.4545,1.6986,20
0.026131,-12.6467,9.4741,1.3314,2
0.079833,-12.3525,11.4140,2.9240,3
0.012419,-12.3510,10.2458,1.3861,4
0.010794,-12.2553,7.2114,1.8612,5
0.016802,-12.2177,9.2513,1.9255,6
0.004964,-12.1586,8.0021,1.4365,7
0.007211,-12.1360,10.4519,1.6223,8
0.000185,-12.0252,13.8311,1.1509,9
0.990142,-17.0973,0.1274,1.2845,1
0.338914,-16.5570,5.9337,1.2845,2
0.818024,-16.0732,4.9965,2.1319,3
0.371484,-15.8897,4.3132,2.3605,4
0.977235,-15.4487,3.0849,2.3622,5
0.559726,-15.3041,5.6021,2.2503,6
0.327309,-14.8186,6.0041,2.3615,7
0.045848,-19.8633,7.3001,2.2012,10
0.000111,-19.7396,7.8076,3.9278,11
0.001431,-19.6447,10.4296,4.8945,12
0.000295,-19.6175,9.6440,5.0551,13
0.003266,-19.6035,4.9801,2.5958,14
0.000257,-19.4907,7.3349,3.8575,15
0.004534,-19.4873,4.2773,2.4225,16
0.267249,-22.2792,0.5959,2.0895,1
0.040953,-21.8552,2.5718,2.2086,2
0.010569,-21.7049,3.1817,2.1398,3
0.002912,-21.0506,9.1676,5.4170,4
0.000717,-20.7112,8.9946,1.7247,5
0.002432,-20.5163,4.8114,5.3141,6
0.000296,-20.4394,4.5457,5.4730,7
0.001282,-20.3819,8.6329,2.2035,8
0.000747,-19.9671,4.4265,4.9225,9
0.986416,-15.1358,0.9762,0.8408,1
0.970131,-14.6763,2.4281,0.9371,2
0.959403,-14.4851,3.7363,1.3960,3
0.974664,-14.2538,2.3617,0.8646,4
0.956685,-14.1494,4.0501,1.5514,5
0.952476,-13.8796,3.3233,1.5650,6
0.959491,-13.2433,0.8876,1.0953,7
0.128348,-12.2213,14.1657,1.5646,8
0.957373,-12.2186,3.5023,1.0967,9
0.969054,-23.0631,0.7661,0.9165,1
0.923716,-22.5833,0.7705,4.9154,2
0.695674,-21.7831,5.9227,4.9140,3
0.903686,-21.7596,5.1505,1.0939,4
0.838761,-21.6042,5.1479,4.9300,5
0.041198,-20.3683,7.0948,4.9181,6
0.000012,-13.8291,10.2354,3.1592,10
0.002370,-13.7559,6.9771,1.5002,11
0.002464,-13.7125,9.3060,1.5524,12
0.030076,-13.6736,7.9937,3.2701,13
0.004840,-13.6075,7.9757,3.2592,14
0.000009,-13.5930,6.4291,3.2826,15
0.000143,-13.5571,9.4839,3.2456,16
0.000021,-13.5430,5.8779,3.3141,17
0.008697,-13.5049,7.1733,3.2864,18
0.000138,-13.4397,9.0664,3.4153,19
0.175272,-16.1104,9.3030,1.3347,1
0.000376,-13.3846,9.7566,3.4195,20
0.146689,-15.4231,9.0034,1.3817,2
0.102663,-14.9885,8.5986,1.2811,3
0.001051,-14.7638,9.2184,1.4283,4
0.000056,-14.4900,9.2804,3.3388,5
0.547967,-14.1903,9.9256,1.2837,6
0.009770,-13.9925,9.0182,1.2816,7
0.002742,-13.9190,9.8893,1.2811,8
0.000147,-13.9121,9.2932,3.3423,9
0.986750,-7.7687,1.5514,0.0997,1
0.989116,-6.0543,1.6945,0.7315,2
0.823550,-5.7370,12.9079,0.2168,3
0.525648,-5.5597,12.7418,0.1987,4
0.873961,-5.1275,5.7101,0.1028,5
0.924813,-5.1018,5.7010,0.3436,6
0.443331,-5.1005,12.4043,0.1824,7
0.906812,-4.9431,2.7668,0.1953,8
0.995077,-15.1338,0.4608,3.1003,1
0.445408,-12.6710,5.9075,2.5263,2
0.354917,-12.5823,4.0993,2.3676,3
0.177746,-12.5215,2.7164,3.1015,4
0.726720,-12.2081,5.1921,1.4055,5
0.031547,-15.9844,2.1957,2.2523,1
0.004183,-14.2014,8.6922,2.1055,2
0.001664,-14.1805,4.7281,2.0808,3
0.005524,-14.0042,6.9572,2.5373,4
0.001721,-13.1087,7.2689,2.4658,5
0.605909,-13.7645,0.9728,3.3462,1
0.053393,-11.7590,8.7199,2.3824,2
0.005612,-11.0059,3.2055,3.2241,3
0.991305,-15.2318,0.5269,3.8176,1
0.995069,-15.1646,0.5123,1.2914,2
0.020445,-13.2818,3.9644,3.8118,3
0.023012,-13.2715,3.9432,1.2927,4
0.000021,-6.7164,12.6674,2.1517,10
0.000004,-6.6677,10.7605,2.2712,11
0.000001,-6.5989,13.5620,1.6100,12
0.000000,-6.5618,10.7662,2.1974,13
0.000019,-6.5488,6.0929,1.1648,14
0.000129,-6.5298,12.4547,2.3859,15
0.000003,-6.5128,8.2757,2.7385,16
0.000011,-6.4495,9.8990,2.5779,17
0.000011,-6.4092,14.1360,2.2390,18
0.000012,-6.4083,14.7670,2.1950,19
0.000015,-7.1787,12.7435,1.7397,1
0.000122,-6.3609,9.2900,2.3999,20
0.000321,-6.9892,13.0475,1.6822,2
0.000150,-6.9596,9.4094,2.7157,3
0.000004,-6.9297,10.0371,1.5131,4
0.000005,-6.9213,11.2469,1.4908,5
0.000017,-6.9121,11.8945,1.4428,6
0.000012,-6.8170,13.7964,1.3827,7
0.000001,-6.8099,11.5250,1.7368,8
0.000017,-6.7564,11.3430,2.2702,9
0.815015,-18.3879,1.2645,4.0103,1
0.735203,-18.2686,1.2644,2.7617,2
0.027407,-16.2114,2.6447,3.2753,3
0.101882,-15.6252,2.6370,4.6560,4
0.001522,-13.4942,3.4567,3.4674,10
0.061554,-13.4637,9.3002,1.3902,11
0.002829,-13.3576,4.3485,1.4687,12
0.016640,-13.3094,9.6502,1.4085,13
0.000405,-13.2526,4.4986,1.4209,14
0.027333,-13.2424,9.8960,3.6372,15
0.000392,-13.1364,17.6810,1.4261,16
0.001839,-13.1077,18.6431,1.4046,17
0.013899,-13.0730,8.5793,1.3750,18
0.004077,-13.0714,7.1993,1.3782,19
0.298077,-15.6768,4.4408,1.3739,1
0.004360,-12.7354,10.4005,1.3891,20
0.340373,-15.6763,3.8606,1.2731,2
0.045508,-15.2746,2.6814,1.3501,3
0.013198,-15.2054,3.2692,1.3940,4
0.027396,-14.6077,3.9554,3.4906,5
0.265028,-14.4000,1.0886,1.0908,6
0.016051,-14.1815,4.0971,1.4010,7
0.000370,-13.8157,5.1129,1.4286,8
0.000429,-13.7473,3.6931,1.4126,9
0.016245,-12.0404,6.6027,0.9753,10
0.063686,-11.9944,8.3141,1.5368,11
0.012044,-11.9332,6.5188,1.4373,12
0.080020,-11.9025,7.3530,1.5338,13
0.000163,-11.8720,6.8405,1.1327,14
0.012191,-11.8709,9.0195,1.4463,15
0.156762,-11.7576,10.4327,0.9847,16
0.000437,-11.6458,6.7318,1.4436,17
0.000928,-11.6068,8.7668,0.9589,18
0.050691,-11.5080,6.3000,1.4821,19
0.225631,-13.4891,8.7390,1.5312,1
0.029377,-11.4323,5.4665,1.5268,20
0.867901,-13.4002,1.8783,1.1646,2
0.002858,-12.7778,8.1296,1.0179,3
0.000489,-12.6748,7.2675,1.4320,4
0.125527,-12.5318,4.9822,0.8872,5
0.000210,-12.4431,7.0371,1.3965,6
0.021874,-12.2506,3.6823,1.4524,7
0.001773,-12.2496,7.2144,1.4511,8
0.029582,-12.0582,8.9210,0.5172,9
0.876698,-14.0451,1.0887,1.2758,1
0.648016,-13.0922,1.9164,1.2752,2
0.102458,-12.2232,6.0820,1.2758,3
0.051903,-12.1633,5.3900,1.9194,4
0.005781,-11.4242,8.7357,1.2758,5
0.006310,-11.2724,13.3631,1.5096,6
0.001508,-11.2718,10.7343,1.2757,7
0.002922,-11.2569,9.5019,2.0919,8
0.000892,-11.2460,11.1635,1.2753,9
0.969672,-17.3353,0.8636,3.0698,1
0.976570,-17.2109,0.7386,2.3655,2
0.375781,-16.3298,6.0311,1.1351,3
0.510027,-16.1705,5.9538,3.0760,4
0.000595,-15.0723,5.4708,2.1431,5
0.001420,-14.9274,6.8717,3.0770,6
0.000713,-14.4209,7.6262,3.0717,7
0.001476,-14.3996,7.2801,3.0714,8
0.000007,-14.3799,13.8943,3.0725,9
0.994795,-25.6052,0.2274,0.6513,1
0.904789,-24.7683,3.4913,1.0837,2
0.984339,-15.6716,0.3692,0.7881,1
0.966010,-12.9836,4.4436,0.4511,2
0.003790,-6.5773,3.7080,1.8402,10
0.010763,-6.5113,4.8163,1.1143,11
0.255234,-9.4354,2.5657,0.6785,1
0.079529,-8.7689,5.6732,1.3173,2
0.060175,-8.7549,3.0136,1.1216,3
0.062495,-8.4638,0.8865,1.7086,4
0.014375,-8.0389,2.4294,1.3465,5
0.037371,-7.4261,5.8085,1.4596,6
0.003383,-7.0211,4.7086,1.1551,7
0.004912,-6.7146,5.4746,1.3304,8
0.019277,-6.6155,5.6171,1.4316,9
