cnn_score,smina_score,lig_rmsd,fmax_rmsd,rank
0.000428,-16.6641,9.7953,2.5363,10
0.000083,-16.6428,7.6378,1.7743,11
0.000136,-16.6165,9.4514,2.1492,12
0.000000,-16.4787,10.1398,3.0820,13
0.000165,-16.4516,8.3895,1.6040,14
0.001098,-16.4165,8.3526,2.1805,15
0.000623,-16.3827,8.6314,2.9268,16
0.000001,-16.3804,14.3004,1.2945,17
0.007346,-16.2479,10.7780,2.0726,18
0.000004,-16.2287,15.9140,2.3509,19
0.602487,-18.5353,8.6089,3.1032,1
0.000117,-16.0809,7.6281,2.8966,20
0.011965,-18.0118,8.3977,1.4082,2
0.007225,-17.7369,8.3955,3.1150,3
0.006502,-17.3723,7.7873,2.1749,4
0.004700,-17.0485,8.8849,2.9210,5
0.000570,-16.9851,7.9581,1.6802,6
0.000508,-16.9243,8.5929,3.0776,7
0.005669,-16.7180,9.3661,3.0031,8
0.000044,-16.7048,9.2906,1.2943,9
0.979287,-25.3635,0.7478,1.2758,1
0.945367,-22.3822,3.4724,1.7281,2
0.975331,-21.5102,0.8048,1.5563,1
0.970498,-19.4872,3.4772,1.5077,2
0.264388,-19.3136,2.7386,2.6359,3
0.000241,-19.1242,7.4466,1.3982,4
0.556181,-18.7686,3.4948,2.8180,5
0.000948,-21.0655,6.7313,1.5093,10
0.000207,-20.9376,8.0788,1.6034,11
0.338388,-20.8963,9.6756,1.3032,12
0.158759,-20.8582,7.4036,1.5906,13
0.010317,-20.8553,10.8530,1.6040,14
0.376592,-20.8097,7.3578,1.2790,15
0.000000,-20.6759,9.4765,1.5081,16
0.000018,-20.5749,9.9477,1.6049,17
0.000027,-20.4855,8.8602,1.7822,18
0.000005,-19.9998,9.1358,1.6136,19
0.001208,-22.4049,8.1182,1.5797,1
0.015981,-19.6703,10.6924,1.6990,20
0.362030,-22.2210,4.9910,1.4941,2
0.000099,-22.1542,6.9326,1.3128,3
0.000080,-21.8166,7.2904,1.6085,4
0.091612,-21.8107,5.0293,2.7753,5
0.000022,-21.6750,8.3882,1.2765,6
0.000527,-21.2302,8.1899,1.2785,7
0.000010,-21.1860,9.5767,1.2788,8
0.056790,-21.0681,9.6963,1.3069,9
0.000792,-18.9578,11.9253,1.5819,10
0.000121,-18.6613,10.3952,2.9768,11
0.000002,-18.6375,13.2150,1.3102,12
0.017895,-18.6013,15.2516,1.5406,13
0.000013,-18.5555,14.5310,1.2787,14
0.000002,-18.2971,14.1600,1.5965,15
0.000001,-18.2821,15.5598,1.5925,16
0.000043,-18.2819,12.6031,1.4809,17
0.112511,-21.2724,5.8137,2.5644,1
0.379541,-21.0577,2.6029,2.9862,2
0.017108,-20.5820,9.5414,2.9739,3
0.012833,-19.8346,8.0500,1.5217,4
0.000016,-19.5450,14.1354,1.5941,5
0.000023,-19.5346,16.0037,1.5995,6
0.000027,-19.2412,15.2603,1.5921,7
0.000016,-19.1464,17.9867,1.5947,8
0.000115,-19.1156,17.3811,1.2784,9
0.000004,-14.2598,11.9018,1.5676,10
0.000003,-14.2174,12.1962,1.5604,11
0.000395,-14.1142,9.8130,1.4774,12
0.000211,-14.0950,13.0766,1.5683,13
0.929318,-17.0337,7.9456,1.2665,1
0.000157,-15.9427,7.2512,1.2666,2
0.000143,-15.7724,8.1143,1.5528,3
0.011756,-14.8055,9.3884,1.2621,4
0.000517,-14.7511,9.3371,1.2623,5
0.291170,-14.5783,7.7094,1.4716,6
0.000013,-14.5481,11.2168,1.5644,7
0.000001,-14.4571,11.9108,1.5611,8
0.000001,-14.3396,12.3290,1.3088,9
0.020775,-4.3697,15.8991,2.3798,10
0.004303,-4.1793,9.0006,2.7665,11
0.005826,-4.1752,11.5007,2.8005,12
0.001534,-4.1448,8.6585,2.5454,13
0.005678,-3.9759,9.0002,2.3411,14
0.104616,-3.9032,10.8023,2.3247,15
0.002540,-3.8365,15.6639,2.3703,16
0.000683,-3.8011,7.2780,2.7627,17
0.001519,-3.8006,7.7155,2.4010,18
0.005671,-3.7435,14.2040,2.3631,19
0.019840,-4.8858,11.7977,2.3556,1
0.002381,-3.7339,12.2890,2.3597,20
0.002909,-4.7870,8.2030,2.5559,2
0.036011,-4.7409,12.8931,2.3734,3
0.005691,-4.6527,12.4862,2.3833,4
0.020930,-4.6456,12.5373,2.6323,5
0.021088,-4.6146,5.3630,2.5973,6
0.012434,-4.5681,12.7950,2.7536,7
0.002347,-4.4910,12.7663,2.7699,8
0.006836,-4.3841,9.8401,2.8031,9
0.006122,-13.7445,9.9098,2.8393,10
0.019097,-13.7406,9.2833,1.6552,11
0.000254,-13.5395,8.5214,2.1607,12
0.001031,-13.4468,8.7379,2.6706,13
0.065971,-13.3696,4.3445,2.6567,14
0.065807,-13.3505,2.6039,2.6760,15
0.059528,-13.3377,4.7111,2.6614,16
0.035733,-13.2972,4.7782,2.6354,17
0.031690,-13.2277,10.0712,1.3399,18
0.001445,-13.1824,8.8239,1.8151,19
0.608895,-16.0382,3.7768,2.5808,1
0.936992,-15.7639,1.1542,2.4774,2
0.435284,-15.7551,4.4169,2.6203,3
0.404086,-15.3914,2.7268,2.5626,4
0.126445,-15.0981,8.8084,2.6185,5
0.015346,-14.5398,9.1633,2.5957,6
0.071157,-14.1942,8.4394,2.5860,7
0.442388,-14.0063,2.9880,2.7485,8
0.011810,-13.8469,8.8816,2.5853,9
0.000052,-12.0002,9.4032,2.4837,10
0.001152,-11.8618,11.7281,1.2224,11
0.000062,-11.8047,10.6468,1.8789,12
0.000206,-11.7341,6.3944,1.9837,13
0.000938,-11.7239,5.6433,2.9889,14
0.032795,-11.6717,4.1208,2.7417,15
0.005059,-11.4230,10.0316,1.8759,16
0.720641,-14.3765,2.9442,2.1692,1
0.094793,-13.1679,3.8249,4.6797,2
0.023070,-12.8824,5.7337,1.3661,3
0.000885,-12.8728,8.6071,1.9171,4
0.221020,-12.4646,3.8962,2.2018,5
0.003205,-12.1529,8.9221,4.5020,6
0.000518,-12.1482,9.7806,1.3433,7
0.000050,-12.1028,8.0507,4.7062,8
0.002021,-12.0635,6.7004,1.9016,9
0.995482,-17.9511,0.4078,0.3531,1
0.140460,-17.2726,4.0400,2.7752,2
0.483911,-16.0765,3.5477,1.1578,3
0.050532,-15.7309,4.0289,2.9606,4
0.000534,-15.1292,5.5952,3.0486,10
0.266046,-15.1085,2.2254,2.8774,11
0.000068,-15.0830,8.8589,3.2280,12
0.000004,-15.0655,11.6852,3.2332,13
0.010067,-15.0192,2.5221,1.4007,14
0.001675,-14.9062,2.6715,1.6336,15
0.001007,-14.6648,7.8219,4.6380,16
0.000043,-14.6164,9.3115,3.0575,17
0.001620,-14.5994,2.2551,1.9682,18
0.000090,-14.5831,5.5797,1.2876,19
0.000370,-16.2519,5.7071,3.2353,1
0.050159,-14.5162,3.8217,3.0939,20
0.000061,-16.1832,8.1560,3.0387,2
0.001100,-16.0363,7.8871,3.2339,3
0.000070,-16.0316,14.1930,3.2397,4
0.007368,-15.7213,8.0199,5.1178,5
0.000759,-15.5969,8.0452,2.3562,6
0.000003,-15.4971,7.2383,3.1892,7
0.000458,-15.2401,9.0434,3.4302,8
0.000022,-15.2272,12.4808,5.1252,9
0.000897,-5.7685,6.4473,0.5005,10
0.042974,-5.6614,5.5381,0.5277,11
0.002750,-5.6052,6.5881,0.5027,12
0.026960,-5.5691,5.8728,0.4836,13
0.040759,-5.5446,5.6492,0.4449,14
0.002772,-5.3935,8.4589,0.5014,15
0.000867,-5.3539,11.8978,0.5336,16
0.000646,-5.2697,7.3335,0.4989,17
0.043456,-5.1735,13.1905,0.4836,18
0.000671,-5.1684,11.4572,0.5579,19
0.713234,-7.1011,5.3955,0.5074,1
0.024415,-5.0732,4.8333,1.4720,20
0.922227,-7.0311,0.4934,0.5060,2
0.463703,-6.9323,5.5869,0.4968,3
0.026302,-6.7812,7.0600,0.4987,4
0.530377,-6.5650,1.8806,0.5016,5
0.128343,-6.5591,5.3739,0.5090,6
0.019706,-6.5567,5.5911,0.4989,7
0.056643,-6.0141,6.3983,0.4984,8
0.067109,-5.9399,5.4610,0.4965,9
0.000030,-13.6693,2.3398,4.1772,10
0.000014,-13.6390,6.2635,4.2313,11
0.000031,-13.5722,5.4209,3.8165,12
0.000107,-13.5601,3.2869,4.2450,13
0.005348,-13.3725,1.3632,3.9583,14
0.000002,-13.1544,8.2859,2.3004,15
0.000076,-13.0965,6.4192,3.5935,16
0.000005,-12.9327,8.3299,4.2736,17
0.000000,-12.9093,6.9034,4.2678,18
0.000038,-12.8306,6.8058,4.2490,19
0.000300,-14.3194,7.0962,3.5736,1
0.000001,-12.8245,10.5918,4.2486,20
0.000104,-14.2456,7.5457,3.5382,2
0.000169,-14.2268,6.6195,4.2261,3
0.000029,-13.9021,5.3856,4.6315,4
0.000002,-13.8640,5.5887,1.7816,5
0.000049,-13.8586,7.9875,3.7656,6
0.000173,-13.7847,7.4012,3.8926,7
0.000044,-13.7298,3.7763,3.9995,8
0.015442,-13.6969,1.6002,2.3954,9
0.000285,-13.5683,7.2905,1.4005,10
0.004069,-13.3789,17.0153,3.2805,11
0.000005,-13.2928,13.7417,1.1722,12
0.000230,-13.0869,7.4565,3.2612,13
0.000106,-12.7616,7.0829,1.2071,14
0.000292,-12.6390,6.9797,3.2895,15
0.000004,-12.5856,13.7391,2.7254,16
0.000037,-12.5229,16.1101,1.2746,17
0.000991,-12.3065,7.0566,1.0583,18
0.000248,-12.1055,7.1334,1.1865,19
0.003108,-14.4834,6.3612,3.2750,1
0.000321,-12.0376,5.7851,2.3282,20
0.006675,-14.3132,5.9342,1.2469,2
0.000603,-14.2999,6.1743,2.5469,3
0.000411,-14.2927,6.7523,3.2893,4
0.004818,-14.1562,6.0041,2.6328,5
0.005107,-14.1315,5.7811,1.1951,6
0.005715,-13.8055,3.4417,3.2438,7
0.003606,-13.7017,5.6182,3.0022,8
0.140858,-13.6133,5.0542,0.9140,9
0.000010,-10.3933,14.4276,3.5746,10
0.000011,-10.0571,8.6463,1.5997,11
0.005174,-10.0560,2.3751,1.8471,12
0.000035,-9.9143,6.8559,0.9420,13
0.000008,-9.8707,14.4106,3.4537,14
0.002886,-9.8385,8.0480,0.9899,15
0.000544,-9.7776,6.3526,1.0718,16
0.000027,-9.7511,8.8385,5.4807,17
0.000156,-9.6629,5.3290,0.8108,18
0.000963,-9.6550,3.8002,0.8045,19
0.026688,-11.9327,8.1515,1.0636,1
0.010717,-9.5202,4.1451,1.1712,20
0.001896,-11.0571,8.2957,1.6237,2
0.003133,-11.0259,9.1986,1.9082,3
0.000128,-10.8842,8.8030,3.5566,4
0.008329,-10.7722,7.9055,1.9922,5
0.000695,-10.6623,9.1388,3.5427,6
0.123050,-10.6460,2.1893,1.1419,7
0.103434,-10.6301,3.2401,2.0207,8
0.000154,-10.4615,9.5026,2.1024,9
0.099166,-12.2420,1.7109,2.3683,10
0.000933,-12.0277,7.0466,1.1180,11
0.024055,-11.9843,3.8905,2.3602,12
0.037214,-11.6262,7.1026,2.5824,13
0.003152,-11.4909,8.3699,1.1204,14
0.000805,-11.4908,8.3182,2.3587,15
0.000702,-11.3349,9.7037,1.1244,16
0.220624,-11.1826,2.7515,2.8962,17
0.359847,-11.1504,4.9731,1.7258,18
0.836425,-13.9940,0.4843,1.1143,1
0.013643,-13.9881,4.8681,1.1131,2
0.110333,-13.9234,6.1852,1.1175,3
0.002183,-13.4859,6.4257,1.1189,4
0.207288,-13.1573,5.0826,2.9932,5
0.028106,-13.1291,5.9816,1.7119,6
0.059584,-13.0712,4.8083,1.1141,7
0.001879,-13.0046,7.6839,1.1139,8
0.005470,-12.2897,7.7926,1.0942,9
0.001391,-18.8201,4.8925,2.3716,10
0.000084,-18.8081,5.6525,3.2932,11
0.000190,-18.8058,8.4122,1.0118,12
0.001409,-18.6741,7.8827,3.3000,13
0.001161,-18.6726,4.9356,3.2957,14
0.000876,-18.6693,5.6904,3.0520,15
0.013281,-18.6428,8.8957,1.4179,16
0.000229,-18.5914,5.0909,1.0626,17
0.000650,-18.5726,4.5933,2.4756,18
0.004249,-18.5721,3.1886,3.2936,19
0.008960,-20.3652,8.1773,2.3071,1
0.000404,-18.4697,10.0148,3.1187,20
0.778915,-20.1778,1.0790,2.8668,2
0.830155,-20.1001,1.4677,1.4817,3
0.008015,-19.9944,9.0686,2.2818,4
0.088006,-19.6379,4.0029,2.7343,5
0.000630,-19.3045,8.4538,2.5535,6
0.281119,-19.1909,8.7754,2.6273,7
0.001198,-19.0141,3.7044,2.2948,8
0.000092,-18.8672,9.8898,2.6688,9
0.000001,-10.4709,17.3916,3.2800,10
0.000005,-10.4654,18.9156,2.0148,11
0.000011,-10.2901,21.9982,1.3581,12
0.000074,-10.2360,14.7448,1.9211,13
0.000002,-10.2247,19.6720,2.9597,14
0.000000,-10.2077,14.9702,1.7947,15
0.000000,-10.1843,14.5720,3.6728,16
0.000001,-10.1460,13.7634,3.2704,17
0.000003,-10.1409,10.4923,3.6434,18
0.000001,-10.1305,17.3763,3.2170,19
0.000027,-11.2413,14.0321,3.6682,1
0.000001,-10.0943,10.5754,2.8142,20
0.000001,-11.0724,10.6867,3.3109,2
0.000159,-10.9849,16.3798,1.8507,3
0.000052,-10.7244,14.7708,3.0471,4
0.000000,-10.6629,18.3674,3.5055,5
0.000000,-10.6102,21.6062,1.9187,6
0.000345,-10.5838,13.0977,1.5911,7
0.000000,-10.5783,11.1672,2.0248,8
0.000019,-10.5614,15.1087,3.9525,9
0.963821,-19.4999,0.3834,0.3699,1
0.057919,-17.6358,4.5097,1.0656,2
0.009384,-16.7670,6.2833,0.8586,3
0.000262,-10.0244,7.5352,0.8702,10
0.005448,-9.7685,11.2187,0.8425,11
0.000272,-9.7080,10.3533,0.8297,12
0.000070,-9.6485,9.9729,0.4443,13
0.996322,-12.4524,0.6112,0.8770,1
0.899032,-12.3232,5.2546,1.0031,2
0.674208,-12.1273,5.6304,0.8988,3
0.158730,-12.0971,3.0391,1.9735,4
0.157992,-12.0128,3.7778,0.8631,5
0.992361,-11.3523,5.6884,0.9545,6
0.247876,-11.3287,7.1303,0.7859,7
0.163944,-10.7364,6.6622,1.8337,8
0.128277,-10.5293,7.5638,0.9509,9
0.894684,-17.6912,5.7388,1.0080,1
0.836174,-17.6501,4.7164,1.0206,2
0.899570,-16.5575,5.5758,1.9118,3
0.764093,-15.2244,5.0421,2.0667,4
0.978337,-14.7704,5.6206,2.0204,5
0.001514,-13.6620,16.1304,0.9805,10
0.001276,-13.2633,11.8612,0.9963,11
0.003106,-13.1158,13.3074,1.9078,12
0.011189,-13.0907,11.9327,2.8464,13
0.001884,-13.0272,15.9413,0.6405,14
0.000608,-12.8763,12.5291,1.3374,15
0.014459,-12.8475,12.1893,0.9730,16
0.044786,-12.6728,15.7610,0.9933,17
0.094365,-12.5857,4.3790,1.1412,18
0.415939,-15.3379,5.2401,1.1488,1
0.391827,-15.1292,4.8636,2.9070,2
0.780021,-15.0624,0.3431,1.1436,3
0.072083,-14.8189,5.7636,1.0206,4
0.871917,-14.4537,2.9783,1.1602,5
0.001249,-14.2514,12.2891,0.9222,6
0.366978,-14.2366,2.1979,0.7937,7
0.080921,-14.2142,5.3875,1.1197,8
0.140421,-14.2070,4.2598,1.4659,9
0.874671,-17.7694,6.3552,1.2289,1
0.164472,-16.8340,6.4244,1.7057,2
0.549142,-16.7327,6.5277,1.8341,3
0.169613,-16.0856,6.1944,1.8460,4
0.006202,-15.3785,6.7762,1.9243,5
0.000925,-12.3878,13.3003,1.4184,10
0.532518,-12.2948,8.1995,1.3775,11
0.003986,-12.2519,13.7398,1.4475,12
0.000593,-12.1854,12.1388,1.4376,13
0.003781,-11.9561,7.1243,2.3697,14
0.025133,-11.7570,8.8578,1.8466,15
0.151897,-11.5319,3.5037,1.4233,16
0.088102,-11.5001,14.9517,1.2873,17
0.108163,-11.2960,4.2232,1.8732,18
0.004315,-11.2958,12.8913,2.0120,19
0.328365,-14.0393,7.7254,1.2241,1
0.011365,-11.2604,8.4033,0.8654,20
0.671597,-13.8967,5.1135,2.1647,2
0.982787,-13.8096,0.6949,1.1404,3
0.316231,-13.6528,6.1624,2.1666,4
0.139693,-12.9609,6.8962,1.4846,5
0.028500,-12.8409,3.5247,1.3414,6
0.006050,-12.7400,7.0628,1.2229,7
0.326554,-12.5851,3.5822,1.9830,8
0.000326,-12.5420,13.0718,1.3287,9
0.068592,-9.6477,10.7712,1.9131,10
0.033759,-9.5077,4.3300,2.4114,11
0.031124,-9.4813,8.8205,0.7233,12
0.008159,-9.3825,8.1522,1.9611,13
0.000857,-9.3392,8.5614,0.9201,14
0.000253,-9.2723,12.9538,1.5347,15
0.017519,-9.0950,8.7880,1.2619,16
0.002835,-9.0747,9.5306,0.5015,17
0.969932,-11.9958,0.4137,2.3389,1
0.126588,-11.5488,4.4467,2.2737,2
0.045026,-11.4411,3.3521,1.1603,3
0.069612,-10.6180,4.0710,2.2611,4
0.046349,-10.4821,3.5614,1.3247,5
0.114450,-10.4763,6.8236,1.2309,6
0.182129,-10.4658,4.5494,2.7963,7
0.669988,-9.9739,2.6135,2.7564,8
0.169044,-9.9138,3.9462,2.8192,9
0.998881,-14.4968,0.3793,1.0344,1
0.995416,-13.9525,1.8958,1.8787,2
0.000016,-12.4643,14.2585,1.0489,3
0.993190,-12.4278,5.1822,0.6548,4
0.000018,-12.1830,14.3792,1.0039,5
0.994313,-12.1374,2.3000,1.8815,6
0.946394,-11.9862,5.5073,1.1936,7
0.272459,-12.8386,6.9614,1.1097,10
0.001481,-12.7314,7.4264,1.3377,11
0.957518,-15.3376,6.6942,1.9623,1
0.965193,-14.8915,0.2568,1.4595,2
0.505951,-14.6385,5.0172,1.2907,3
0.070729,-13.9414,6.8315,1.9333,4
0.099381,-13.8544,6.8748,1.3502,5
0.670515,-13.3861,7.0982,1.0620,6
0.000345,-13.3256,12.8273,1.9374,7
0.080368,-13.0774,5.2666,1.1386,8
0.000195,-12.8470,8.2711,1.3371,9
0.008238,-13.3632,7.3111,2.1880,10
0.000093,-13.3574,7.4017,2.3438,11
0.821584,-16.2912,0.4930,1.1547,1
0.160884,-14.9270,6.4243,2.1036,2
0.004480,-14.7938,5.4649,2.2947,3
0.000148,-14.3429,7.4279,2.3458,4
0.006369,-13.9733,6.6312,2.0268,5
0.004276,-13.7237,4.9435,2.3420,6
0.002350,-13.6008,6.6171,2.3344,7
0.002602,-13.5665,8.4997,1.9857,8
0.000121,-13.4741,7.2957,2.3432,9
0.945305,-29.5040,5.8189,1.7489,1
0.966595,-28.3754,6.5239,3.3436,2
0.000019,-5.9559,13.1567,1.7190,10
0.000255,-5.7998,12.3691,1.6544,11
0.058375,-5.7867,15.9284,1.1914,12
0.000010,-5.6685,13.3857,1.3411,13
0.000769,-5.4316,15.1686,1.1946,14
0.000159,-5.3771,15.3243,1.6496,15
0.001443,-5.3468,15.1993,1.1844,16
0.141571,-5.3112,13.4225,1.1861,17
0.000173,-5.2290,12.9868,1.6736,18
0.000017,-5.2002,13.2705,1.6678,19
0.000122,-6.6752,13.7927,1.3832,1
0.000262,-6.6697,12.1662,1.6843,2
0.000104,-6.6335,15.2277,1.7298,3
0.000027,-6.3473,12.7830,1.1790,4
0.000004,-6.2097,12.3452,1.1813,5
0.000364,-6.1536,13.7083,1.6520,6
0.000016,-6.0888,13.7850,1.1827,7
0.000007,-6.0539,13.4553,1.6599,8
0.000006,-6.0232,11.6573,1.7256,9
0.000626,-12.5486,15.5297,1.2862,10
0.112104,-12.4464,15.9728,1.2854,11
0.001437,-12.3377,8.6314,2.2481,12
0.000208,-12.3352,13.5656,1.2846,13
0.068530,-11.9194,8.7146,1.2857,14
0.001604,-11.8744,7.4190,2.1016,15
0.054771,-11.7446,9.7250,1.3820,16
0.006510,-11.5356,10.4957,1.2772,17
0.002843,-11.2918,9.7417,1.7477,18
0.008278,-11.2223,8.5655,2.5192,19
0.604899,-14.1147,13.4486,1.2858,1
0.175812,-14.1078,0.6887,2.1432,2
0.419719,-13.1002,13.7883,2.5444,3
0.007229,-13.0920,7.4380,1.2851,4
0.000217,-13.0157,7.7911,2.7296,5
0.193231,-12.9406,15.8257,3.1722,6
0.004920,-12.8043,7.6747,1.2845,7
0.009359,-12.7700,7.7028,1.7521,8
0.003397,-12.6755,13.3084,2.4458,9
0.998148,-13.3185,1.1491,1.0622,1
0.995718,-11.3018,2.8414,3.6347,2
0.997757,-13.3623,1.9844,0.3691,1
0.122548,-11.0485,9.3749,0.6571,2
0.142481,-10.7309,9.0598,3.7094,3
0.189816,-10.4130,7.9851,3.5311,4
0.032202,-4.6847,10.4726,2.5728,10
0.009444,-4.5548,14.6784,2.5595,11
0.004190,-3.9311,11.0201,2.5466,12
0.004195,-3.6220,13.3577,2.8612,13
0.000541,-3.4065,13.0595,1.7487,14
0.004182,-6.2507,8.5471,2.5588,1
0.990773,-6.0454,3.3202,3.6916,2
0.015528,-6.0140,9.9946,2.5397,3
0.002251,-5.9919,10.3863,2.5636,4
0.027937,-5.7764,9.5616,2.5284,5
0.001165,-5.3743,12.6169,2.5646,6
0.002835,-5.1693,9.8896,2.5625,7
0.000665,-4.8402,10.4397,1.2965,8
0.000146,-4.8298,10.9237,2.5585,9
0.000034,-16.2775,7.5049,1.7514,10
0.000458,-15.8025,5.6390,1.8719,11
0.017663,-15.7821,6.1574,1.0080,12
0.046096,-15.7228,6.0527,1.0699,13
0.000411,-15.6931,6.5751,1.9070,14
0.000004,-15.6151,6.4537,0.7094,15
0.000180,-15.5820,6.4511,4.8508,16
0.000609,-15.5176,6.0736,2.0391,17
0.000297,-15.4438,5.6117,4.8747,18
0.000454,-15.1414,5.3766,2.1367,19
0.054846,-17.8341,2.3510,0.8336,1
0.002681,-15.0040,5.4036,4.8515,20
0.202403,-17.6630,5.3523,1.7953,2
0.001785,-17.4885,6.6686,1.7665,3
0.091258,-17.4400,5.7614,0.6821,4
0.304738,-17.3399,2.3394,5.4798,5
0.004432,-17.0091,6.3610,2.1764,6
0.135173,-16.8961,5.3181,4.8424,7
0.002298,-16.7338,2.4404,1.9413,8
0.002444,-16.5954,6.6558,5.4236,9
0.011561,-14.5298,7.9514,2.7128,10
0.166805,-14.4932,4.4328,2.7181,11
0.000728,-14.4326,8.2784,3.0582,12
0.017684,-14.4267,5.5602,2.7277,13
0.018116,-14.2960,7.7807,2.7184,14
0.140727,-14.2960,5.3517,2.6019,15
0.000430,-14.2580,8.2342,2.2337,16
0.010264,-13.8592,8.2248,3.1191,17
0.984819,-16.8077,1.6705,2.7004,1
0.973507,-15.8639,1.7411,2.2498,2
0.180416,-15.8172,5.8861,2.0344,3
0.986992,-15.6766,2.3467,2.8810,4
0.343447,-15.5000,5.7861,2.6844,5
0.196928,-15.4028,4.0087,2.0508,6
0.021817,-15.2301,6.7865,2.5433,7
0.909665,-15.2114,0.6487,2.6563,8
0.183924,-14.7548,4.7299,2.7128,9
0.000000,-4.0904,8.3184,2.2976,10
0.000001,-7.0614,6.5219,1.5765,1
0.000001,-6.4425,7.9432,2.4784,2
0.000007,-6.2309,11.7257,2.5561,3
0.000001,-5.1344,10.1094,1.5489,4
0.000004,-4.9204,11.7678,2.9522,5
0.000003,-4.7878,6.2918,3.7405,6
0.000002,-4.3150,12.4030,1.8178,7
0.000001,-4.1729,11.7818,5.0508,8
0.000000,-4.1351,8.4376,3.6749,9
0.177202,-15.0327,1.4122,0.6015,1
0.270601,-14.4166,1.9157,0.6040,2
0.124228,-13.6958,2.2476,0.6024,3
0.069383,-13.4846,2.7042,0.5673,4
0.075354,-13.0763,2.6854,1.4261,5
0.000062,-12.3651,9.1550,0.6011,6
0.000241,-12.2859,9.3614,0.6013,7
0.180451,-12.1712,4.9465,0.8576,8
0.002449,-6.8616,13.1850,0.9397,10
0.000942,-6.8173,12.5493,1.9881,11
0.002118,-6.7557,4.7073,1.9626,12
0.073834,-8.7440,2.1149,1.2911,1
0.076666,-8.4934,7.8424,1.2925,2
0.435917,-8.3465,6.1307,1.1836,3
0.004892,-8.2416,13.1163,1.2911,4
0.013703,-8.2392,7.7565,1.2934,5
0.018292,-7.8838,7.6889,1.2852,6
0.158577,-7.2940,5.5917,0.9266,7
0.171025,-7.2938,3.6264,1.3415,8
0.000793,-7.1016,11.0121,1.2856,9
0.641563,-25.8952,0.8520,0.8825,1
0.011098,-7.2200,4.1839,1.2868,10
0.206441,-7.2192,7.8284,1.3347,11
0.000651,-6.9841,6.8389,1.3325,12
0.021086,-6.9291,7.9331,1.3870,13
0.001517,-6.7666,12.9603,0.5779,14
0.005736,-6.5252,8.3841,1.3310,15
0.005625,-6.4953,13.6509,1.3317,16
0.000388,-6.3110,10.4340,1.3320,17
0.004011,-6.1929,5.8948,1.4456,18
0.012325,-5.9255,15.2525,1.4075,19
0.055502,-7.9207,4.3651,1.3376,1
0.002062,-5.6631,5.8469,1.9885,20
0.352298,-7.8990,1.7276,1.3373,2
0.035094,-7.8023,6.3358,1.3426,3
0.013138,-7.5079,7.3757,1.3321,4
0.003249,-7.4775,12.6703,1.3338,5
0.009210,-7.4474,7.4417,1.3319,6
0.294334,-7.3994,6.8086,1.3359,7
0.119156,-7.3040,5.8067,1.3395,8
0.063895,-7.2211,4.2052,1.3187,9
0.927729,-13.4197,0.4099,1.2869,1
0.074621,-11.9331,3.8969,2.2231,2
0.048192,-11.5282,3.7143,1.2865,3
0.077616,-10.8329,6.2767,1.2869,4
0.016314,-10.6332,6.8449,1.2867,5
0.095864,-10.6266,8.8109,2.2227,6
0.067219,-10.5337,6.2005,2.2259,7
0.172956,-12.2603,5.2780,0.7178,10
0.035854,-11.4359,6.7452,0.4874,11
0.166439,-11.2984,16.0830,0.7932,12
0.005931,-11.1791,6.6327,0.7314,13
0.000937,-11.0893,8.6421,0.4696,14
0.000112,-10.8468,8.0714,0.8034,15
0.026965,-10.7971,5.3724,3.1223,16
0.979526,-13.7729,0.8914,0.7231,1
0.214893,-13.7357,3.9280,0.7205,2
0.132471,-13.6939,3.2796,0.7200,3
0.766517,-13.3843,4.1991,0.4582,4
0.749701,-13.2120,4.9934,0.5095,5
0.165669,-13.0023,4.5653,1.0233,6
0.571209,-12.8627,3.3388,0.7174,7
0.061702,-12.5284,5.6241,0.7117,8
0.052780,-12.4415,4.4067,0.7152,9
0.007184,-9.0547,12.6748,0.6590,10
0.008478,-8.9858,7.3057,0.6672,11
0.000804,-8.8736,13.0489,0.6512,12
0.000411,-8.8523,13.2294,1.7046,13
0.002618,-8.8282,5.3579,0.9304,14
0.002340,-8.7197,8.1317,1.0427,15
0.095016,-8.6742,16.4825,0.8426,16
0.000293,-8.6530,6.4819,0.7797,17
0.007757,-8.6012,11.1569,0.6488,18
0.001617,-8.3944,7.8746,0.7161,19
0.399036,-10.5611,2.5710,0.6341,1
0.000412,-8.3025,12.1419,0.6609,20
0.238257,-10.5444,1.4981,0.6167,2
0.035647,-10.2063,3.4201,0.6320,3
0.003200,-9.8975,4.5730,0.6536,4
0.043082,-9.6057,12.3719,0.7802,5
0.026913,-9.6041,4.8033,0.6346,6
0.007197,-9.3570,4.5680,0.6670,7
0.000150,-9.1559,6.1056,0.6634,8
0.000900,-9.0883,12.6151,0.6545,9
0.023095,-10.6470,5.8404,2.4844,10
0.001401,-10.5943,13.6650,2.8500,11
0.007094,-10.4720,13.3917,1.9170,12
0.000207,-10.4439,5.9287,2.2654,13
0.121647,-10.3269,13.5004,2.8234,14
0.000617,-10.2675,5.7290,2.7687,15
0.004265,-10.2208,12.7312,0.7780,16
0.013224,-10.2072,12.9836,0.6827,17
0.000842,-9.9897,5.9929,2.3952,18
0.001847,-9.9249,12.9054,2.8290,19
0.685537,-12.2893,2.3297,1.9691,1
0.000274,-9.8600,6.2944,1.0651,20
